Year,DMCODE,New_DIST,NEW_MANDAL,June,July,Aug,Sep,total,Rainy Days,No Rain,Light Rainfall,moderate,Heavy,Very Heavy,YEAR,August,September,Rainy Day,Very Light,Light,Moderate,Extremely Heavy,Rainy Days(out of 122)
,101,Adilabad,Bheempoor,133.0,140.3,,,,,66,,,0,0,2017.0,157.5,75.3,37.0,18.0,27.0,10.0,0.0,
,102,Adilabad,Jainad,268.2,176.05,,,,,50,,,2,0,2017.0,213.7,165.9,42.0,30.0,21.0,19.0,0.0,
,103,Adilabad,Bela,222.7,185.95,,,,,57,,,1,0,2017.0,232.6,99.3,43.0,22.0,27.0,15.0,0.0,
,104,Adilabad,Gadiguda,242.3,192.0,,,,,59,,,0,0,2017.0,370.1,123.1,48.0,15.0,31.0,17.0,0.0,
,105,Adilabad,Narnoor,160.4,161.35,,,,,53,,,0,0,2017.0,299.95,158.15,46.0,23.0,24.0,22.0,0.0,
,106,Adilabad,Inderavelly,363.1,133.45,,,,,50,,,3,0,2017.0,274.25,155.75,51.0,21.0,35.0,13.0,0.0,
,107,Adilabad,Gudihathnur,258.15,130.4,,,,,50,,,0,0,2017.0,289.45,145.3,44.0,28.0,25.0,19.0,0.0,
,108,Adilabad,Adilabad Rural,369.3,164.7,,,,,53,,,0,0,2017.0,286.8,145.5,45.0,24.0,21.0,24.0,0.0,
,109,Adilabad,Adilabad Urban,322.7,149.25,,,,,56,,,1,0,2017.0,201.6,178.36,45.0,21.0,27.0,17.0,0.0,
,110,Adilabad,Mavala,298.8,139.4,,,,,66,,,2,0,2017.0,168.3,180.1,41.0,15.0,25.0,14.0,0.0,
,111,Adilabad,Tamsi,351.8,139.75,,,,,58,,,1,0,2017.0,166.6,129.15,43.0,21.0,24.0,18.0,0.0,
,112,Adilabad,Talamadugu,314.65,133.5,,,,,66,,,0,0,2017.0,202.65,123.0,40.0,16.0,22.0,18.0,0.0,
,113,Adilabad,Bazarhathnoor,238.25,187.9,,,,,47,,,2,0,2017.0,335.0,167.0,47.0,28.0,24.0,21.0,0.0,
,114,Adilabad,Boath,441.95,112.85,,,,,52,,,3,0,2017.0,287.3,144.85,45.0,25.0,27.0,15.0,0.0,
,115,Adilabad,Neradigonda,424.15,137.7,,,,,47,,,0,2,2017.0,314.9,93.35,45.0,30.0,26.0,17.0,0.0,
,116,Adilabad,Ichoda,217.25,121.85,,,,,46,,,0,1,2017.0,339.5,204.35,48.0,28.0,28.0,19.0,0.0,
,117,Adilabad,Sirikonda,325.2,114.1,,,,,64,,,2,0,2017.0,340.0,147.3,45.0,13.0,27.0,16.0,0.0,
,118,Adilabad,Utnur,274.7,166.1,,,,,45,,,2,0,2017.0,365.5,75.15,46.0,31.0,29.0,15.0,0.0,
,201,Komaram Bheem-Asifabad,Jainoor,161.1,134.1,,,,,58,,,0,0,2017.0,244.4,95.15,41.0,23.0,27.0,14.0,0.0,
,202,Komaram Bheem-Asifabad,Sirpur_U,237.95,154.75,,,,,55,,,2,0,2017.0,166.65,92.05,43.0,24.0,30.0,11.0,0.0,
,203,Komaram Bheem-Asifabad,Lingapur,280.2,152.1,,,,,73,,,0,0,2017.0,148.8,58.8,39.0,10.0,24.0,15.0,0.0,
,204,Komaram Bheem-Asifabad,Tiryani,411.5,96.25,,,,,50,,,2,0,2017.0,197.15,113.35,42.0,30.0,27.0,13.0,0.0,
,205,Komaram Bheem-Asifabad,Rebbana,63.5,147.14,,,,,55,,,0,0,2017.0,146.02,69.76,37.0,30.0,30.0,7.0,0.0,
,206,Komaram Bheem-Asifabad,Asifabad,174.0,130.15,,,,,43,,,1,0,2017.0,300.25,86.5,37.0,42.0,21.0,15.0,0.0,
,207,Komaram Bheem-Asifabad,Kerameri,211.35,113.15,,,,,65,,,1,0,2017.0,169.05,144.15,36.0,21.0,23.0,12.0,0.0,
,208,Komaram Bheem-Asifabad,Wankdi,140.4,135.5,,,,,51,,,0,0,2017.0,166.4,45.35,29.0,42.0,16.0,13.0,0.0,
,209,Komaram Bheem-Asifabad,Kagaznagar,128.05,180.65,,,,,63,,,0,0,2017.0,258.9,79.05,37.0,22.0,21.0,16.0,0.0,
,210,Komaram Bheem-Asifabad,Sirpur_T,136.01,247.65,,,,,52,,,0,0,2017.0,142.26,99.33,38.0,32.0,24.0,14.0,0.0,
,211,Komaram Bheem-Asifabad,Kouthala,92.4,299.35,,,,,57,,,2,0,2017.0,176.6,50.65,35.0,30.0,24.0,9.0,0.0,
,212,Komaram Bheem-Asifabad,Chintalamanepally,74.8,279.4,,,,,45,,,0,0,2017.0,152.4,105.3,41.0,36.0,28.0,13.0,0.0,
,213,Komaram Bheem-Asifabad,Bejjur,125.35,348.0,,,,,59,,,1,0,2017.0,275.9,133.45,41.0,22.0,18.0,22.0,0.0,
,214,Komaram Bheem-Asifabad,Penchikalpet,118.2,257.2,,,,,56,,,0,0,2017.0,258.0,106.4,45.0,21.0,24.0,21.0,0.0,
,215,Komaram Bheem-Asifabad,Dahegaon,120.95,233.9,,,,,68,,,1,0,2017.0,236.65,113.55,36.0,18.0,21.0,14.0,0.0,
,301,Mancherial,Jannaram,349.4,81.35,,,,,55,,,1,1,2017.0,261.6,85.4,38.0,29.0,25.0,11.0,0.0,
,302,Mancherial,Dandepalle,366.72,88.34,,,,,64,,,3,0,2017.0,207.33,23.83,29.0,29.0,15.0,11.0,0.0,
,303,Mancherial,Luxettipet,281.9,108.0,,,,,60,,,0,1,2017.0,185.0,38.65,34.0,28.0,25.0,8.0,0.0,
,304,Mancherial,Hajipur,226.6,112.8,,,,,79,,,0,0,2017.0,127.55,92.0,35.0,8.0,23.0,12.0,0.0,
,305,Mancherial,Kasipet,77.8,98.8,,,,,61,,,0,0,2017.0,191.95,142.55,34.0,27.0,22.0,12.0,0.0,
,306,Mancherial,Tandur,109.52,107.04,,,,,61,,,0,0,2017.0,113.43,129.36,36.0,25.0,26.0,10.0,0.0,
,307,Mancherial,Bheemini,242.05,164.8,,,,,75,,,1,0,2017.0,195.8,119.2,35.0,12.0,17.0,17.0,0.0,
,308,Mancherial,Kannepalli,155.8,187.6,,,,,61,,,0,0,2017.0,164.6,120.25,33.0,28.0,16.0,17.0,0.0,
,309,Mancherial,Vemanpalle,128.15,309.2,,,,,50,,,1,0,2017.0,198.2,62.7,41.0,31.0,27.0,13.0,0.0,
,310,Mancherial,Nennal,106.1,209.2,,,,,52,,,1,0,2017.0,317.25,87.8,36.0,34.0,19.0,16.0,0.0,
,311,Mancherial,Bellampalle,117.15,149.25,,,,,59,,,0,0,2017.0,188.0,120.05,36.0,27.0,22.0,14.0,0.0,
,312,Mancherial,Mandamarri,117.2,139.85,,,,,58,,,0,0,2017.0,192.75,108.5,41.0,23.0,29.0,12.0,0.0,
,313,Mancherial,Mancherial,175.4,115.3,,,,,60,,,0,0,2017.0,161.95,148.55,37.0,25.0,24.0,13.0,0.0,
,314,Mancherial,Naspur,162.4,133.0,,,,,52,,,0,0,2017.0,187.8,95.2,37.0,33.0,24.0,13.0,0.0,
,315,Mancherial,Jaipur,236.33,167.05,,,,,52,,,1,0,2017.0,253.65,45.8,42.0,28.0,27.0,14.0,0.0,
,316,Mancherial,Bhimaram,151.3,138.3,,,,,70,,,0,0,2017.0,212.2,37.0,33.0,19.0,19.0,14.0,0.0,
,317,Mancherial,Chennur,74.45,159.05,,,,,45,,,1,0,2017.0,294.5,81.95,37.0,40.0,24.0,12.0,0.0,
,318,Mancherial,Kotapalle,103.44,243.17,,,,,41,,,1,0,2017.0,367.98,58.74,43.0,38.0,27.0,15.0,0.0,
,401,Nirmal,Kubeer,170.2,130.5,,,,,67,,,1,0,2017.0,209.65,50.6,37.0,18.0,29.0,7.0,0.0,
,402,Nirmal,Tanur,152.2,135.8,,,,,55,,,0,1,2017.0,318.5,79.2,37.0,30.0,28.0,8.0,0.0,
,403,Nirmal,Basar,208.2,137.6,,,,,58,,,0,1,2017.0,312.0,49.2,40.0,24.0,30.0,9.0,0.0,
,404,Nirmal,Mudhole,223.78,132.69,,,,,47,,,0,1,2017.0,265.35,37.87,34.0,41.0,26.0,7.0,0.0,
,405,Nirmal,Bhainsa,198.25,86.95,,,,,51,,,1,0,2017.0,418.35,158.25,37.0,34.0,24.0,11.0,1.0,
,406,Nirmal,Kuntala,280.95,108.15,,,,,62,,,0,2,2017.0,371.55,162.05,34.0,26.0,21.0,10.0,1.0,
,407,Nirmal,Narsapur_G,290.0,145.8,,,,,80,,,1,1,2017.0,228.6,65.7,31.0,11.0,17.0,12.0,0.0,
,408,Nirmal,Lokeswaram,216.78,116.99,,,,,66,,,1,1,2017.0,280.95,92.93,32.0,24.0,19.0,11.0,0.0,
,409,Nirmal,Dilawarpur,285.5,146.2,,,,,64,,,2,0,2017.0,302.65,50.8,37.0,21.0,21.0,14.0,0.0,
,410,Nirmal,Sarangapur,202.8,95.85,,,,,60,,,0,1,2017.0,307.3,124.25,37.0,25.0,22.0,14.0,0.0,
,411,Nirmal,Nirmal,178.73,82.02,,,,,61,,,0,0,2017.0,193.01,63.47,32.0,29.0,20.0,12.0,0.0,
,412,Nirmal,Nirmal_Rural,198.15,106.65,,,,,53,,,1,0,2017.0,180.7,47.0,37.0,32.0,25.0,11.0,0.0,
,413,Nirmal,Soan,301.5,230.2,,,,,58,,,1,0,2017.0,251.7,120.3,42.0,22.0,22.0,19.0,0.0,
,414,Nirmal,Laxmanchanda,185.0,113.65,,,,,55,,,0,0,2017.0,199.1,49.35,36.0,31.0,27.0,9.0,0.0,
,415,Nirmal,Mamda,200.2,105.68,,,,,35,,,0,0,2017.0,201.77,60.27,41.0,46.0,31.0,10.0,0.0,
,416,Nirmal,Pembi,198.2,104.8,,,,,59,,,0,1,2017.0,371.0,125.9,40.0,23.0,26.0,13.0,0.0,
,417,Nirmal,Khanpur,158.83,117.32,,,,,53,,,1,0,2017.0,329.82,41.64,39.0,30.0,24.0,14.0,0.0,
,418,Nirmal,Kaddampeddur,211.3,84.04,,,,,51,,,0,0,2017.0,245.02,130.54,38.0,33.0,23.0,15.0,0.0,
,419,Nirmal,Dastuarabad,200.1,84.1,,,,,69,,,1,0,2017.0,252.2,56.6,33.0,20.0,20.0,12.0,0.0,
,501,Nizamabad,Navipet,260.0,187.0,,,,,67,,,1,1,2017.0,333.55,30.2,40.0,15.0,25.0,13.0,0.0,
,502,Nizamabad,Nandipet,110.1,127.6,,,,,54,,,1,0,2017.0,223.35,37.49,34.0,34.0,25.0,8.0,0.0,
,503,Nizamabad,Armur,105.33,161.81,,,,,37,,,0,0,2017.0,150.78,34.18,40.0,45.0,35.0,5.0,0.0,
,504,Nizamabad,Balkonda,92.4,152.95,,,,,71,,,0,0,2017.0,174.15,169.7,34.0,17.0,20.0,14.0,0.0,
,505,Nizamabad,Mupkal,101.7,163.2,,,,,73,,,0,0,2017.0,127.5,147.7,36.0,13.0,27.0,9.0,0.0,
,506,Nizamabad,Mendora,285.7,178.4,,,,,57,,,1,0,2017.0,194.6,180.0,46.0,19.0,29.0,16.0,0.0,
,507,Nizamabad,Yergatla,110.0,169.6,,,,,79,,,0,0,2017.0,112.6,65.7,35.0,8.0,26.0,9.0,0.0,
,508,Nizamabad,Kammarpalle,143.45,133.55,,,,,50,,,0,0,2017.0,156.75,51.0,37.0,35.0,27.0,10.0,0.0,
,509,Nizamabad,Mortad,115.45,167.9,,,,,66,,,0,0,2017.0,132.65,63.25,36.0,20.0,27.0,9.0,0.0,
,510,Nizamabad,Vailpur,236.15,148.7,,,,,62,,,1,0,2017.0,124.15,49.6,39.0,21.0,26.0,12.0,0.0,
,511,Nizamabad,Jakranpalle,158.9,137.45,,,,,70,,,1,0,2017.0,188.7,83.05,34.0,18.0,23.0,10.0,0.0,
,512,Nizamabad,Makloor,213.9,166.65,,,,,58,,,1,0,2017.0,316.15,49.35,41.0,23.0,28.0,12.0,0.0,
,513,Nizamabad,Nizamabad_North,139.3,125.75,,,,,61,,,2,0,2017.0,262.25,78.15,34.0,27.0,24.0,8.0,0.0,
,514,Nizamabad,Yeda_Palle,173.3,95.91,,,,,43,,,3,0,2017.0,325.55,67.96,41.0,38.0,31.0,7.0,0.0,
,515,Nizamabad,Ranjal,247.65,154.3,,,,,52,,,0,1,2017.0,428.7,26.55,36.0,34.0,20.0,15.0,0.0,
,516,Nizamabad,Bodhan,215.71,169.12,,,,,42,,,0,1,2017.0,282.14,55.07,40.0,40.0,27.0,12.0,0.0,
,517,Nizamabad,Kotgiri,248.45,106.95,,,,,56,,,0,1,2017.0,240.6,122.45,42.0,24.0,26.0,15.0,0.0,
,518,Nizamabad,Rudrur,225.8,127.0,,,,,40,,,0,1,2017.0,301.8,151.5,45.0,37.0,31.0,13.0,0.0,
,519,Nizamabad,Varni,170.95,127.45,,,,,52,,,1,1,2017.0,359.4,117.9,39.0,31.0,26.0,11.0,0.0,
,520,Nizamabad,Nizamabad_Rural,142.7,128.7,,,,,71,,,2,0,2017.0,264.2,39.0,36.0,15.0,26.0,8.0,0.0,
,521,Nizamabad,Nizamabad_South,148.5,133.15,,,,,68,,,2,0,2017.0,304.0,76.25,38.0,16.0,26.0,10.0,0.0,
,522,Nizamabad,Mugpal,157.9,124.6,,,,,75,,,2,0,2017.0,221.7,54.2,31.0,16.0,20.0,9.0,0.0,
,523,Nizamabad,Dichpalle,153.0,119.23,,,,,59,,,2,0,2017.0,240.55,74.03,28.0,35.0,18.0,8.0,0.0,
,524,Nizamabad,Indalwai,224.7,147.6,,,,,46,,,2,0,2017.0,202.4,57.5,38.0,38.0,25.0,11.0,0.0,
,525,Nizamabad,Dharpalle,196.4,95.7,,,,,67,,,1,0,2017.0,120.75,27.75,36.0,19.0,30.0,5.0,0.0,
,526,Nizamabad,Bheemgal,193.8,155.1,,,,,70,,,0,0,2017.0,145.3,31.1,40.0,12.0,32.0,8.0,0.0,
,527,Nizamabad,Sirkonda,183.63,152.35,,,,,46,,,1,0,2017.0,145.83,41.08,39.0,37.0,30.0,8.0,0.0,
,601,Jagtial,Ibrahimpatnam,142.0,233.5,,,,,62,,,1,0,2017.0,246.4,69.55,39.0,21.0,21.0,17.0,0.0,
,602,Jagtial,Mallapur,110.05,159.6,,,,,64,,,0,0,2017.0,284.15,34.0,35.0,23.0,21.0,14.0,0.0,
,603,Jagtial,Raikal,174.3,141.85,,,,,49,,,1,0,2017.0,270.87,41.5,35.0,38.0,19.0,15.0,0.0,
,604,Jagtial,Beerpur,264.5,122.7,,,,,67,,,0,1,2017.0,284.2,16.9,33.0,22.0,19.0,13.0,0.0,
,605,Jagtial,Sarangapur,310.7,113.4,,,,,68,,,1,0,2017.0,261.4,11.7,31.0,23.0,16.0,14.0,0.0,
,606,Jagtial,Dharmapuri,154.89,98.92,,,,,53,,,0,0,2017.0,282.13,48.03,34.0,35.0,21.0,13.0,0.0,
,607,Jagtial,Buggaram,181.8,95.0,,,,,70,,,0,0,2017.0,218.2,20.9,35.0,17.0,25.0,10.0,0.0,
,608,Jagtial,Jagityal_Rural,172.0,116.8,,,,,78,,,0,0,2017.0,191.0,8.1,34.0,10.0,24.0,10.0,0.0,
,609,Jagtial,Jagtial,228.7,113.35,,,,,75,,,1,0,2017.0,166.95,8.8,35.0,12.0,26.0,8.0,0.0,
,610,Jagtial,Medipalle,133.8,116.98,,,,,39,,,0,0,2017.0,169.54,90.35,40.0,43.0,28.0,12.0,0.0,
,611,Jagtial,Koratla,176.95,122.4,,,,,79,,,1,1,2017.0,238.5,44.09,34.0,9.0,25.0,7.0,0.0,
,612,Jagtial,Metpalle,143.72,160.99,,,,,63,,,1,0,2017.0,191.32,22.76,35.0,24.0,26.0,8.0,0.0,
,613,Jagtial,Kathlapur,156.15,108.3,,,,,64,,,1,0,2017.0,136.8,45.3,25.0,33.0,14.0,10.0,0.0,
,614,Jagtial,Kodimial,124.18,92.08,,,,,54,,,0,0,2017.0,114.94,35.7,31.0,37.0,22.0,9.0,0.0,
,615,Jagtial,Malial,170.92,88.93,,,,,49,,,0,0,2017.0,147.32,32.83,36.0,37.0,30.0,6.0,0.0,
,616,Jagtial,Pegadapalle,121.35,101.35,,,,,66,,,0,0,2017.0,96.95,13.35,25.0,31.0,16.0,9.0,0.0,
,617,Jagtial,Gollapalle,234.8,91.8,,,,,72,,,1,0,2017.0,167.45,24.1,34.0,16.0,25.0,8.0,0.0,
,618,Jagtial,Velgatoor,223.37,124.48,,,,,56,,,2,0,2017.0,222.08,44.8,39.0,27.0,28.0,9.0,0.0,
,701,Peddapalli,Dharmaram,141.4,111.9,,,,,59,,,0,0,2017.0,144.3,8.8,35.0,28.0,27.0,8.0,0.0,
,702,Peddapalli,Palakurthy,116.0,112.95,,,,,37,,,0,0,2017.0,100.95,61.45,28.0,57.0,20.0,8.0,0.0,
,703,Peddapalli,Antargoan,198.2,108.6,,,,,87,,,1,0,2017.0,80.0,43.6,25.0,10.0,15.0,9.0,0.0,
,704,Peddapalli,Ramagundam,237.85,139.52,,,,,40,,,1,0,2017.0,91.29,73.51,39.0,43.0,29.0,9.0,0.0,
,705,Peddapalli,Ramagiri,283.9,129.3,,,,,69,,,0,0,2017.0,101.9,93.2,41.0,12.0,28.0,13.0,0.0,
,706,Peddapalli,Kamanpur,293.8,138.95,,,,,60,,,2,0,2017.0,112.7,105.25,36.0,26.0,24.0,10.0,0.0,
,707,Peddapalli,Peddapalle,180.88,92.92,,,,,43,,,0,0,2017.0,191.5,43.28,32.0,47.0,20.0,12.0,0.0,
,708,Peddapalli,Julapalle,245.9,128.7,,,,,73,,,1,0,2017.0,154.15,47.05,27.0,22.0,15.0,11.0,0.0,
,709,Peddapalli,Elgaid,175.65,201.75,,,,,58,,,0,0,2017.0,119.25,61.7,36.0,28.0,23.0,13.0,0.0,
,710,Peddapalli,Sultanabad,244.01,184.0,,,,,70,,,0,0,2017.0,148.75,77.98,35.0,17.0,17.0,18.0,0.0,
,711,Peddapalli,Odela,268.9,159.2,,,,,59,,,0,0,2017.0,147.05,64.3,37.0,26.0,22.0,15.0,0.0,
,712,Peddapalli,Srirampur,177.42,155.3,,,,,42,,,0,0,2017.0,214.97,59.72,37.0,43.0,22.0,15.0,0.0,
,713,Peddapalli,Mutharam_Manthani,202.5,100.65,,,,,55,,,0,0,2017.0,198.95,46.55,35.0,32.0,21.0,14.0,0.0,
,714,Peddapalli,Manthani,182.45,207.22,,,,,51,,,1,0,2017.0,151.02,30.69,42.0,29.0,32.0,9.0,0.0,
,801,Jayashankar-Bhupalpally,Mahadevpur,118.04,238.94,,,,,47,,,0,0,2017.0,225.17,88.59,41.0,34.0,25.0,16.0,0.0,
,802,Jayashankar-Bhupalpally,Palmela,140.2,233.2,,,,,83,,,1,0,2017.0,212.8,63.9,34.0,5.0,16.0,17.0,0.0,
,803,Jayashankar-Bhupalpally,Mutharam_Mahadevpur,233.35,199.65,,,,,71,,,0,0,2017.0,272.05,93.15,42.0,9.0,18.0,24.0,0.0,
,804,Jayashankar-Bhupalpally,Kataram,108.12,228.27,,,,,48,,,0,0,2017.0,215.48,102.17,45.0,29.0,31.0,14.0,0.0,
,805,Jayashankar-Bhupalpally,Malharrao,73.69,198.73,,,,,73,,,0,0,2017.0,214.0,63.64,36.0,13.0,24.0,12.0,0.0,
,806,Jayashankar-Bhupalpally,Chityal,185.1,189.1,,,,,60,,,1,0,2017.0,277.05,131.65,47.0,15.0,30.0,16.0,0.0,
,807,Jayashankar-Bhupalpally,Tekumatla,210.6,182.8,,,,,56,,,0,0,2017.0,220.9,121.3,43.0,23.0,26.0,17.0,0.0,
,808,Jayashankar-Bhupalpally,Mogullapalle,232.6,174.75,,,,,62,,,1,0,2017.0,208.25,95.0,41.0,19.0,25.0,15.0,0.0,
,809,Jayashankar-Bhupalpally,Regonda,197.15,207.25,,,,,73,,,1,0,2017.0,257.1,126.3,37.0,12.0,21.0,15.0,0.0,
,810,Jayashankar-Bhupalpally,Ghanapur_Mulug,245.7,220.6,,,,,48,,,0,0,2017.0,285.9,127.0,51.0,23.0,29.0,22.0,0.0,
,811,Jayashankar-Bhupalpally,Bhupalpalle,307.4,199.4,,,,,57,,,0,0,2017.0,243.65,134.8,48.0,17.0,26.0,22.0,0.0,
,812,Jayashankar-Bhupalpally,Venkatapur,399.21,217.93,,,,,43,,,1,1,2017.0,416.04,168.18,44.0,35.0,18.0,24.0,0.0,
,813,Jayashankar-Bhupalpally,Mulug,225.94,165.5,,,,,39,,,1,0,2017.0,222.9,92.4,48.0,35.0,33.0,14.0,0.0,
,814,Jayashankar-Bhupalpally,Govindaraopet,212.8,228.65,,,,,56,,,1,1,2017.0,380.55,121.45,47.0,19.0,29.0,16.0,0.0,
,815,Jayashankar-Bhupalpally,Tadvai,249.1,237.85,,,,,55,,,1,0,2017.0,263.8,177.2,49.0,18.0,26.0,22.0,0.0,
,816,Jayashankar-Bhupalpally,Eturunagaram,210.25,209.2,,,,,59,,,1,0,2017.0,268.0,85.2,45.0,18.0,27.0,17.0,0.0,
,817,Jayashankar-Bhupalpally,Kannaigudem,203.6,207.6,,,,,73,,,1,0,2017.0,305.3,84.5,41.0,8.0,23.0,17.0,0.0,
,818,Jayashankar-Bhupalpally,Wazeed,220.25,308.23,,,,,53,,,1,0,2017.0,334.02,97.33,48.0,21.0,27.0,20.0,0.0,
,819,Jayashankar-Bhupalpally,Venkatapuram,257.83,248.9,,,,,54,,,0,0,2017.0,321.94,43.86,50.0,18.0,30.0,20.0,0.0,
,820,Jayashankar-Bhupalpally,Mangapet,310.93,255.64,,,,,29,,,0,0,2017.0,358.39,102.04,54.0,39.0,27.0,27.0,0.0,
,901,Bhadradri-Kothagudem,Karakagudem,318.0,265.6,,,,,68,,,2,0,2017.0,223.2,77.2,41.0,13.0,22.0,17.0,0.0,
,902,Bhadradri-Kothagudem,Pinapaka,348.25,263.2,,,,,59,,,2,0,2017.0,232.7,138.4,48.0,15.0,28.0,18.0,0.0,
,903,Bhadradri-Kothagudem,Cherla,408.8,292.35,,,,,55,,,3,0,2017.0,315.4,94.85,52.0,15.0,24.0,25.0,0.0,
,904,Bhadradri-Kothagudem,Dummugudem,337.75,199.5,,,,,54,,,2,0,2017.0,400.45,85.85,50.0,18.0,25.0,23.0,0.0,
,905,Bhadradri-Kothagudem,Aswapuram,280.85,147.75,,,,,50,,,1,0,2017.0,356.1,101.05,48.0,24.0,28.0,19.0,0.0,
,906,Bhadradri-Kothagudem,Manuguru,362.4,223.35,,,,,49,,,1,0,2017.0,277.65,55.85,49.0,24.0,27.0,21.0,0.0,
,907,Bhadradri-Kothagudem,Allapalli,211.3,161.0,,,,,71,,,1,0,2017.0,196.9,72.8,33.0,18.0,20.0,12.0,0.0,
,908,Bhadradri-Kothagudem,Gundala,313.8,170.3,,,,,53,,,1,0,2017.0,260.75,92.4,48.0,21.0,29.0,18.0,0.0,
,909,Bhadradri-Kothagudem,Yellandu,192.85,231.5,,,,,49,,,0,0,2017.0,239.6,78.9,48.0,25.0,29.0,19.0,0.0,
,910,Bhadradri-Kothagudem,Tekulapalle,275.6,218.3,,,,,51,,,0,0,2017.0,204.65,116.0,41.0,30.0,21.0,20.0,0.0,
,911,Bhadradri-Kothagudem,Julurpad,291.2,225.35,,,,,56,,,1,0,2017.0,227.8,95.8,43.0,23.0,21.0,21.0,0.0,
,912,Bhadradri-Kothagudem,Chandrugonda,207.85,224.5,,,,,54,,,0,0,2017.0,268.1,97.4,47.0,21.0,30.0,17.0,0.0,
,913,Bhadradri-Kothagudem,Annapureddipalle,473.7,241.1,,,,,49,,,3,0,2017.0,343.2,106.9,41.0,32.0,18.0,20.0,0.0,
,914,Bhadradri-Kothagudem,Chunchupally,303.8,295.9,,,,,54,,,3,0,2017.0,266.1,27.9,42.0,26.0,24.0,15.0,0.0,
,915,Bhadradri-Kothagudem,Sujathanagar,268.6,234.7,,,,,55,,,0,0,2017.0,202.9,52.4,43.0,24.0,28.0,15.0,0.0,
,916,Bhadradri-Kothagudem,Kothagudem,350.95,243.9,,,,,52,,,1,0,2017.0,265.55,84.8,45.0,25.0,25.0,19.0,0.0,
,917,Bhadradri-Kothagudem,Laxmidevipalli,263.5,215.8,,,,,74,,,0,0,2017.0,249.4,76.0,38.0,10.0,18.0,20.0,0.0,
,918,Bhadradri-Kothagudem,Palawancha,301.8,254.7,,,,,53,,,1,0,2017.0,300.6,72.65,47.0,22.0,27.0,19.0,0.0,
,919,Bhadradri-Kothagudem,Burgampadu,425.9,331.9,,,,,54,,,1,2,2017.0,260.3,281.15,49.0,19.0,24.0,22.0,0.0,
,920,Bhadradri-Kothagudem,Bhadrachalam,245.62,317.31,,,,,39,,,1,0,2017.0,265.27,136.69,49.0,34.0,27.0,21.0,0.0,
,921,Bhadradri-Kothagudem,Mulakalapalle,294.45,253.95,,,,,51,,,1,1,2017.0,271.75,100.55,42.0,29.0,25.0,15.0,0.0,
,922,Bhadradri-Kothagudem,Dammapeta,287.25,268.28,,,,,35,,,0,0,2017.0,296.67,83.63,45.0,42.0,20.0,25.0,0.0,
,923,Bhadradri-Kothagudem,Aswaraopeta,212.77,278.75,,,,,47,,,0,0,2017.0,207.55,101.5,44.0,31.0,25.0,19.0,0.0,
,1001,Mahabubabad,Kothaguda,294.2,340.3,,,,,60,,,2,0,2017.0,315.6,142.45,46.0,16.0,22.0,22.0,0.0,
,1002,Mahabubabad,Ganagavaram,261.3,263.9,,,,,58,,,2,0,2017.0,268.4,187.1,47.0,17.0,24.0,21.0,0.0,
,1003,Mahabubabad,Bayyaram,145.9,193.65,,,,,48,,,0,0,2017.0,283.55,89.35,43.0,31.0,29.0,14.0,0.0,
,1004,Mahabubabad,Garla,190.2,250.45,,,,,57,,,1,0,2017.0,281.3,174.9,47.0,18.0,25.0,21.0,0.0,
,1005,Mahabubabad,Dornakal,193.28,182.02,,,,,35,,,1,0,2017.0,185.56,180.81,45.0,42.0,25.0,19.0,0.0,
,1006,Mahabubabad,Kuravi,172.35,189.5,,,,,39,,,2,0,2017.0,346.5,146.3,47.0,36.0,28.0,17.0,0.0,
,1007,Mahabubabad,Mahabubabad,167.98,247.14,,,,,35,,,0,0,2017.0,299.7,50.85,49.0,38.0,30.0,19.0,0.0,
,1008,Mahabubabad,Gudur,224.5,225.5,,,,,55,,,0,0,2017.0,225.75,153.35,50.0,17.0,30.0,20.0,0.0,
,1009,Mahabubabad,Kesamudram,293.35,161.5,,,,,51,,,1,0,2017.0,236.85,74.4,39.0,32.0,21.0,17.0,0.0,
,1010,Mahabubabad,Nellikudur,152.3,193.6,,,,,51,,,0,0,2017.0,237.0,88.4,48.0,23.0,31.0,17.0,0.0,
,1011,Mahabubabad,Narsimhulapet,138.73,167.2,,,,,49,,,0,0,2017.0,185.58,141.03,39.0,34.0,23.0,16.0,0.0,
,1012,Mahabubabad,Chinnagudur,133.6,167.2,,,,,49,,,1,0,2017.0,347.3,160.9,44.0,29.0,27.0,16.0,0.0,
,1013,Mahabubabad,Maripeda,226.6,167.45,,,,,49,,,2,0,2017.0,168.5,195.4,38.0,35.0,21.0,15.0,0.0,
,1014,Mahabubabad,Danthalapalle,154.1,165.8,,,,,77,,,1,0,2017.0,198.8,102.8,33.0,12.0,17.0,15.0,0.0,
,1015,Mahabubabad,Thorrur,291.3,213.6,,,,,41,,,2,0,2017.0,291.15,215.15,56.0,25.0,34.0,20.0,0.0,
,1016,Mahabubabad,Peddavangara,185.0,222.7,,,,,73,,,0,0,2017.0,203.0,135.5,33.0,16.0,15.0,18.0,0.0,
,1101,Warangal Rural,Parkal,239.3,185.8,,,,,60,,,1,0,2017.0,232.25,128.45,44.0,18.0,24.0,19.0,0.0,
,1102,Warangal Rural,Shayampet,237.4,227.9,,,,,53,,,0,1,2017.0,277.05,166.8,44.0,25.0,25.0,18.0,0.0,
